Company Name,Agency,Instrument Type,Instrument_Family,Fee_Avg_Lakhs,Fee_Low_Lakhs,Fee_High_Lakhs,Rating,Rating Date,Amount Cr,Sector,Pipeline_Window,Current Urgency,Call_Window,NCD_Flag,Why Target,ACER Pitch Angle
Bulland Buildtech Pvt. Ltd.,CARE,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,D,2026-04-28,45.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C B C Fashions (Asia) Pvt. Ltd.,BRICKWORK,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-07,8.81,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C Gems & Jewels Pvt. Ltd.,BRICKWORK,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-09,7.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C M Auto Sales Pvt. Ltd.,CARE,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,B+,2026-04-23,16.1,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C M Auto Sales Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,B+/A4,2026-04-23,4.5,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C P Re-Rollers Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-10,9.38,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C P Re-Rollers Ltd.,BRICKWORK,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,BB-,2026-04-10,5.6,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
C S H Power Himoinsa Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,A 4,2026-04-10,5.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cabbana Infrastructures Pvt. Ltd.,IND-RA,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-02,363.72,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cadillac Granito Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-21,1.75,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cadillac Granito Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-21,15.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Electech Pvt. Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,B+,2026-04-03,123.5,BFSI/NBFC,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-24,7.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Electricals Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-24,3.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Electricals Pvt. Ltd.,CRISIL,Short-term loan,Term Loan,3.0,2.0,5.0,A 4,2026-04-24,10.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Record Centre Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-09,2.61,BFSI/NBFC,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Capital Record Centre Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-09,3.09,BFSI/NBFC,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Carboline (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-07,4.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Carboline (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-07,1.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-13,15.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-13,5.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cee Dee Vacuum Equipment Pvt. Ltd.,ACUITE,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-13,5.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Centurion Remedies Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,D,2026-04-23,1.93,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Centurion Remedies Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,D,2026-04-23,20.14,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Centurion Remedies Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,D,2026-04-23,2.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Centurion Remedies Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-23,2.34,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Century Aluminium Mfg. Co. Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,D,2026-04-02,15.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Century Aluminium Mfg. Co. Ltd.,BRICKWORK,Letter Of credit,Letter of Credit,3.0,2.0,4.0,D,2026-04-02,57.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chakrapani Vyapar Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,BB-,2026-04-23,18.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chandra Fabrics Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-10,0.11,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chandrakona Cold Storage Pvt. Ltd.,IND-RA,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-02,7.25,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chavan Motors Division India Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-27,2.0,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chavan Motors Division India Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-27,2.0,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chelsea Textiles Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,B-,2026-04-20,8.55,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chenduran Cotspin (India) Pvt. Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4+,2026-04-07,4.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chenduran Cotspin (India) Pvt. Ltd.,ACUITE,Short-term loan,Term Loan,3.0,2.0,5.0,A 4+,2026-04-07,9.72,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chenduran Cotspin (India) Pvt. Ltd.,ACUITE,Term loans,Term Loan,5.0,3.0,7.0,BB-,2026-04-07,2.46,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chetan Overseas Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,B-/A4,2026-04-02,13.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chhabeela Energy Foods Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,B,2026-04-23,25.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chhabeela Energy Foods Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,B,2026-04-23,36.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chhabeela Energy Foods Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,B,2026-04-23,4.0,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chhapra-Hajipur Expressways Ltd.,ICRA,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-30,857.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chidambaram Shipcare Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,Non-Fund-Based,3.0,2.0,4.0,A 4,2026-04-29,2.85,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chopra Lam Products Pvt. Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-13,5.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Chopra Lam Products Pvt. Ltd.,ACUITE,Long term Loans,Term Loan,5.0,3.0,7.0,B-,2026-04-13,0.62,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
City Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,B,2026-04-21,19.75,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
City Motors Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,B,2026-04-21,0.56,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
City Motors Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-21,1.69,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claris Ltd.,ACUITE,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-08,26.29,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claris Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-08,1.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claris Ltd.,ACUITE,Long term Loans,Term Loan,5.0,3.0,7.0,C,2026-04-08,3.15,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claris Ltd.,ACUITE,Term loans,Term Loan,5.0,3.0,7.0,C,2026-04-08,5.56,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claystone Granito Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-23,4.9,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Claystone Granito Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-23,21.1,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,2026-04-23,5.0,Mining & Minerals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,BB,2026-04-23,2.12,Mining & Minerals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Long term Loans,Term Loan,5.0,3.0,7.0,BB,2026-04-23,2.88,Mining & Minerals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Cleantec Infra Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,B/A4,2026-04-02,6.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Clrk Industries Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,Non-Fund-Based,3.0,2.0,4.0,A 4,2026-04-22,3.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
