Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Salvi Chemical Inds. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,,UNKNOWN,Chemicals,INC,Withdrawn,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Samrudh Pharmacare Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sandhya Organic Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sanjay Chemicals (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 3+,,UNKNOWN,Chemicals,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sanstar Biopolymers Ltd. [Merged],CRISIL,Long term Loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Saraf Chemicals Pvt. Ltd.,CARE,Non-government debt,BBB+/A2,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Saraswati Agro Chemicals (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 2,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sarda Bio Polymers Pvt. Ltd.,CRISIL,Term loans,B-,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sarvodaya Polymers Pvt. Ltd.,ICRA,Term loans,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Satyam Pharma-Chem Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,,UNKNOWN,Pharma/Biotech,INC,Withdrawn,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Satyarup Multi Trade Links India Pvt. Ltd.,CARE,Term loans,B-,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sentiss Pharma Pvt. Ltd.,ICRA,Fund based financial facility/instrument,A,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shantinath Detergents Pvt. Ltd.,CRISIL,Non-government debt,BB+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sharma Pharmaceutical Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sheenlac Paints Ltd.,IND-RA,Non-fund based working capital limit,A 4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shetrunjay Dyeing & Weaving Mills Ltd.,ACUITE,Long term Loans,BB-,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shiv-Raj Plastics Pvt. Ltd.,CRISIL,Term loans,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shivaganga Polymers Pvt. Ltd.,BRICKWORK,Term loans,C,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shreegluco Biotech Pvt. Ltd.,IND-RA,Term loans,BBB,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shreegluco Biotech Pvt. Ltd.,CARE,Term loans,B,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shri Balaji Sugars & Chemicals Pvt. Ltd.,ACUITE,Long term Loans,B+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shri Ganpati Fertilizers Ltd.,ICRA,Fund based financial facility/instrument,A,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shri Prabhulingeshwar Sugars & Chemicals Ltd.,CARE,Term loans,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shubhada Polymers Products Pvt. Ltd.,ACUITE,Long term Loans,BB,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sidhaant Life Sciences Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Siflon Pharma Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Silkflex Polymers (India) Ltd.,CRISIL,Term loans,BBB-,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Simalin Chemical Inds. Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Simla Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Solara Active Pharma Sciences Ltd.,CRISIL,Fund based financial facility/instrument,BBB,,UNKNOWN,Pharma/Biotech,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Spansules Formulations India Pvt. Ltd.,CARE,Non-government debt,BB-/A4,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Spansules Pharmatech Pvt. Ltd.,CARE,Non-government debt,BB-/A4,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Speciality Polymers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Spectrum Dyes & Chemicals Pvt. Ltd.,CARE,Non-government debt,BBB/A3+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sri Balaji Assemblies & Plastics Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sri Krishna Pharmaceuticals Ltd.,ICRA,Non-government debt,BBB/A3+,,UNKNOWN,Pharma/Biotech,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sri Narayani Plastics Pvt. Ltd.,ICRA,Non-government debt,B+/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sri Narayani Plastics Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sri Shanmuga Polymers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Srikar Biotech Pvt. Ltd.,CRISIL,Bank Guarantee,A 2,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Srikar Biotech Pvt. Ltd.,CARE,Term loans,BBB+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Srini Pharmaceuticals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Srivatsa Bio-Tech India Pvt. Ltd.,CRISIL,Term loans,B+,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Steril-Gene Life Sciences Pvt. Ltd.,CARE,Non-government debt,BBB+/A 3+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sterling Biotech Ltd.,IND-RA,Non-government debt,A-/A1,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Subhodaya Chemicals Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sudarshan Chemical Inds. Ltd.,IND-RA,Term loans,AA,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sudarshan Pharma Inds. Ltd.,CRISIL,Fund based financial facility/instrument,BBB,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sun Pharmaceutical Inds. Ltd.,CRISIL,Bank Guarantee,A 1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sunflag Chemicals Pvt. Ltd.,CARE,Fund based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sunshield Chemicals Ltd.,IND-RA,Term loans,BBB+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Supreem Pharmaceuticals Mysore Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Supreet Chemicals Ltd.,CRISIL,Bank Guarantee,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Supreme Petrochem Ltd.,IND-RA,Non-fund based working capital limit,A 1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Supreme Petrochem Ltd.,CRISIL,Fund based financial facility/instrument,AA-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,Bank Guarantee,B,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Swiss Beauty Cosmetics Pvt. Ltd.,CARE,Non-government debt,BBB+/A 3+,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Swiss Garnier Biotech Pvt. Ltd.,CARE,Term loans,B+,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Symbiosis Pharmaceuticals Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
