Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Navitas Green Solutions Pvt. Ltd.,CARE | CRISIL,2,2026-04-24,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P Dass Forging Pvt. Ltd.,ACUITE | CRISIL,2,2026-04-24,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ramky Wavoo Developers Pvt. Ltd.,BRICKWORK | IND-RA,2,2026-04-24,BB+,Term loans,LOW,LOW,Construction,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rohan Dyes & Intermediates Ltd.,ACUITE | BRICKWORK,2,2026-04-24,A 4,Letter Of credit,LOW,LOW,Chemicals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shree Ram Proteins Ltd.,BRICKWORK | ICRA,2,2026-04-24,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Swadesh Green Infra Ltd.,CARE | ICRA,2,2026-04-24,D,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Trie-Viz Infracon Pvt. Ltd.,ACUITE | BRICKWORK,2,2026-04-24,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Wapcos Ltd.,CARE | IND-RA,2,2026-04-24,BB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anusha Projects Pvt. Ltd.,CARE | CRISIL,2,2026-04-27,A 2,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
B G Aligarh Kanpur Highway Pvt. Ltd.,BRICKWORK | IND-RA,2,2026-04-27,AA+,Term loans,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Fiorenza Granito Pvt. Ltd.,CARE | CRISIL,2,2026-04-27,BBB-,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hiranandani Financial Services Pvt. Ltd.,CARE | CRISIL,2,2026-04-27,A+,Long term Loans,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kogta Financial (India) Ltd.,CARE | ICRA,2,2026-04-27,A+,Term loans,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
M S T C Ltd.,ACUITE | CARE,2,2026-04-27,A 1+,Short-term loan,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mahindra Lifespace Developers Ltd.,CRISIL | IND-RA,2,2026-04-27,AA,Fund based financial facility/instrument,LOW,LOW,Construction,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mighty Auto Wheels Pvt. Ltd.,BRICKWORK | CARE,2,2026-04-27,B-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mohini Health & Hygiene Ltd.,CARE | IND-RA,2,2026-04-27,B,Term loans,LOW,LOW,Healthcare,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Oswal Cables Ltd.,BRICKWORK | CRISIL,2,2026-04-27,BBB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P M I Electro Mobility Solutions Pvt. Ltd.,CARE | ICRA,2,2026-04-27,A 2+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P T C Industries Ltd.,CARE | ICRA,2,2026-04-27,A 1,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pommys Garments (India) Pvt. Ltd.,ICRA | IND-RA,2,2026-04-27,D,Term loans,LOW,LOW,Textiles,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shreyans Oils Pvt. Ltd.,CRISIL | ICRA,2,2026-04-27,B+/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sivana Steel & Power Pvt. Ltd.,ACUITE | CARE,2,2026-04-27,B-,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sri Bhagirath Textiles Ltd.,ACUITE | BRICKWORK,2,2026-04-27,A 2,Non-fund-based financial facility/instrument,LOW,LOW,Textiles,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sri Venkata Umasankar Spintex Pvt. Ltd.,BRICKWORK | ICRA,2,2026-04-27,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Tata Sons Pvt. Ltd.,CRISIL | ICRA,2,2026-04-27,AAA/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
U-Solar Clean Energy Solutions Pvt. Ltd.,CARE | CRISIL,2,2026-04-27,A 3,Letter Of credit,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
A L A Chemicals Pvt. Ltd.,CARE | CRISIL,2,2026-04-28,A 4,Letter Of credit,LOW,LOW,Chemicals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Acer India Pvt. Ltd.,ACUITE | ICRA,2,2026-04-28,A-,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aditya Vidyut Appliances Ltd.,BRICKWORK | ICRA,2,2026-04-28,D,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Agarwal Toughened Glass India Ltd.,CARE | CRISIL,2,2026-04-28,B,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Balarka Fabricon Pvt. Ltd.,BRICKWORK | CARE,2,2026-04-28,B-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
D T L Ancillaries Ltd.,ACUITE | CRISIL,2,2026-04-28,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Diamond Beverages Pvt. Ltd.,CARE | CRISIL,2,2026-04-28,BBB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
E C Blades & Tools Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-28,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Esmario Export Enterprises Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-28,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
H G Infra Engg. Ltd.,CARE | ICRA,2,2026-04-28,AA-/A1+,Non-government debt,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hubli Electricity Supply Co. Ltd.,CRISIL | IND-RA,2,2026-04-28,D,Short-term loan,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kellton Tech Solutions Ltd.,ICRA | IND-RA,2,2026-04-28,A 2,Non-fund based working capital limit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
L T K Industries Pvt. Ltd.,ACUITE | CRISIL,2,2026-04-28,BBB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lalitha Chem Inds. Pvt. Ltd.,CARE | CRISIL,2,2026-04-28,A 4,Non-fund-based financial facility/instrument,LOW,LOW,Chemicals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nachiketa Papers Ltd.,BRICKWORK | CRISIL,2,2026-04-28,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nachimuthu Industrial Association,ACUITE | CRISIL,2,2026-04-28,BBB,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Narbheram Power & Steel Pvt. Ltd.,ACUITE | IND-RA,2,2026-04-28,BBB+,Term loans,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Q Max Test Equipments Ltd.,CARE | CRISIL,2,2026-04-28,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ratnadeep Metal & Tubes Ltd.,CRISIL | IND-RA,2,2026-04-28,BB-/A4+,Non-government debt,LOW,LOW,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
