Blitz Rank,Company Name,Sector,Instrument,Current Rater,Rating,Rating Date,Urgency,INC Flag,Priority Score,Why Target,ACER Pitch Angle,Tier
1377,Metro Eco Green Resorts Limited,Infrastructure,Short Term Bank Facility- Bank Guarantee,Infomerics,IVR A4 (Reaffirmed),2025-05-06,HIGH,NO,3,Rating is 402 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1378,Milesh Marine Exports Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-31,HIGH,NO,3,Rating is 438 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1379,Mohan Mutha Exports Private Limited,Infrastructure,Long Term / Short Term Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-02-01,HIGH,NO,3,Rating is 496 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1380,Mpower Infratech India Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BBB-,2025-01-27,HIGH,NO,3,Rating is 501 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1381,Multi Infrastructure & Engineering Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-27,HIGH,NO,3,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1382,Multiurban Infra Services Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-02-24,HIGH,NO,3,Rating is 473 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1383,Navitas Solar Private Limited,Infrastructure,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2025-01-29,HIGH,NO,3,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1384,Navkar Global Infra,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2024-12-31,HIGH,NO,3,Rating is 528 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1385,Nila Sea Foods Exports (NSFE),Infrastructure,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-03-28,HIGH,NO,3,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1386,Nirupama Mining and Transporting Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2024-12-10,HIGH,NO,3,Rating is 549 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1387,Nutan Ispat and Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-02-14,HIGH,NO,3,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1388,O2 Renewable Energy XIV Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A1 (Assigned),2025-03-03,HIGH,NO,3,Rating is 466 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1389,P&R Infraprojects Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-11,HIGH,NO,3,Rating is 427 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1390,PBS Pune Shirur Road Private Limited,Infrastructure,Long Term Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-01-29,HIGH,NO,3,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1391,PP Pandey Infrastructure Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR D (Reaffirmed),2025-04-04,HIGH,NO,3,Rating is 434 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1392,Pagariya Exports Private Limited  (Formerly Known as Shah Nanji Nagsi Overseas Private Limited),Infrastructure,Short Term Facilities,Infomerics,IVR A3 (Reaffirmed),2025-03-13,HIGH,NO,3,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1393,Prabh Dayal Om Parkash Infrastructure Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),2025-03-07,HIGH,NO,3,Rating is 462 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1394,PressMach Infrastructure Private Limited,Infrastructure,Long Term Fund Based Facilities,Infomerics,IVR BB (ISSUER NOT COOPERATING),2025-01-20,HIGH,NO,3,Rating is 508 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1395,Pushpdeep Infrastructure Private Limited,Infrastructure,Short Term Facilities,Infomerics,IVR A3+ (Reaffirmed),2025-05-19,HIGH,NO,3,Rating is 389 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1396,RBM Infracon Limited (RBMIL),Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2025-05-13,HIGH,NO,3,Rating is 395 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1397,RCL Porsa Highways Private Limited,Infrastructure,Proposed Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,NO,3,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1398,RR Nandurbar Road Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Downgraded),2025-06-09,HIGH,NO,3,Rating is 368 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1399,RRC Prakasha Road Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Downgraded),2025-06-09,HIGH,NO,3,Rating is 368 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1400,RSMS9 Infrastructure LLP,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1401,Ramky Infrastructure Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB- (Assigned),2024-12-20,HIGH,NO,3,Rating is 539 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1402,Rashmi Sponge Iron And Power Industries Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded),2025-02-05,HIGH,NO,3,Rating is 492 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1403,Reverence Infrastructure India LLP,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-02-17,HIGH,NO,3,Rating is 480 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1404,Rout Infrastructure Private Limited,Infrastructure,Short Term Bank Facility,Infomerics,IVR A4 (Reaffirmed ),2025-03-17,HIGH,NO,3,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1405,SBL Energy Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),2025-04-23,HIGH,NO,3,Rating is 415 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1406,SMC Power Generation Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),2025-03-28,HIGH,NO,3,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1407,SSK Exports Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),2025-01-24,HIGH,NO,3,Rating is 504 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1408,Sanvijay Alloys and Power Limited (SAPL),Infrastructure,Short Term Facilities,Infomerics,IVR A2 (Reaffirmed),2025-03-26,HIGH,NO,3,Rating is 443 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1409,Sanvijay Infrastructure Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR A- (Reaffirmed),2025-02-19,HIGH,NO,3,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1410,Satnam Global Infraprojects Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A4+ (Upgraded),2025-05-13,HIGH,NO,3,Rating is 395 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1411,Scan Energy & Power Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-21,HIGH,NO,3,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1412,Shangrila Infracon India Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-06-04,HIGH,NO,3,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1413,Shanichara RCL Highways Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,NO,3,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1414,Sheranwali Infrastructure Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-21,HIGH,NO,3,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1415,Shree Associates Infraventures Private Limited,Infrastructure,Proposed Long Term/ Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-04-01,HIGH,NO,3,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1416,Shree Nestbuild Infra Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-03-27,HIGH,NO,3,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1417,Shreeyam Power And Steel Industries Limited,Infrastructure,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BBB+/IVR A2; (Assigned),2025-03-17,HIGH,NO,3,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1418,Shri Bajrang Power & Ispat Limited,Infrastructure,Short Term Facilities,Infomerics,IVR A1 (Reaffirmed),2025-03-28,HIGH,NO,3,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1419,Shyama Power India Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),2025-02-18,HIGH,NO,3,Rating is 479 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1420,Sindh Renewable Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-17,HIGH,NO,3,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1421,Sivana Steel & Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-03-29,HIGH,NO,3,Rating is 440 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1422,Solarfusion Renewables Private Limited,Infrastructure,Long/Short Term Bank Facilities,Infomerics,IVR BB-/IVR A4; (Assigned),2025-03-07,HIGH,NO,3,Rating is 462 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1423,Sonam Spark Infra Private Limited,Infrastructure,Proposed Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-04-07,HIGH,NO,3,Rating is 431 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1424,Sonu Infratech Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-05-14,HIGH,NO,3,Rating is 394 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1425,Sova Solar Limited,Infrastructure,Short Term Bank Instruments,Infomerics,IVR A2 (Reaffirmed),2025-02-27,HIGH,NO,3,Rating is 470 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1426,Sri Vari Infra,Infrastructure,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-01-28,HIGH,NO,3,Rating is 500 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1427,Standard Infratech India Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-04-24,HIGH,NO,3,Rating is 414 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1428,Summit Marine Exports Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),2025-01-30,HIGH,NO,3,Rating is 498 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1429,Sunil Ispat and Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-02-14,HIGH,NO,3,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1430,Suwasara Bhanpura Highways Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB- (Assigned),2025-01-01,HIGH,NO,3,Rating is 527 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1431,TPS Infrastructure Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),2024-11-25,HIGH,NO,3,Rating is 564 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1432,Telawne Power Equipments Private Limited,Infrastructure,Long Term Bank Facilities - CC,Infomerics,IVR BBB- (Upgraded),2025-01-15,HIGH,NO,3,Rating is 513 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
