Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Simla Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,A 4,20-05-2025,HIGH,N,Manufacturing,HIGH urgency BRICKWORK client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Suprajit Engineering Ltd.,Non-fund based working capital limit,IND-RA,A 1+,20-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Jyoti C N C Automation Ltd.,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Indofil Industries Ltd.,Fund based financial facility/instrument,CRISIL,AA-,20-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
L T K Industries Pvt. Ltd.,Term loans,CRISIL,BBB+,20-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Abhijeet Plastics (India) Pvt. Ltd.,Term loans,CRISIL,BB+,20-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
A B Pal Electricals Pvt. Ltd.,Bank Guarantee,CARE,D,20-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Prima Plastics Ltd.,Term loans,CRISIL,BBB+,20-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Tata Motors Passenger Vehicles Ltd.,Fund based financial facility/instrument,CRISIL,AA+,19-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sona B L W Precision Forgings Ltd.,Term loans,IND-RA,AA+,19-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
International Switchgears Pvt. Ltd.,Long term Loans,CRISIL,B,19-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Arise Automotives Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,19-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Juliet Apparels Pvt. Ltd.,Bank Guarantee,CRISIL,D,19-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Indian Metals & Alloys Mfg. Co. Pvt. Ltd.,Letter Of credit,CRISIL,A 4,19-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Automark Inds. (India) Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,19-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
B P Alloys Ltd.,Letter Of credit,BRICKWORK,A 4,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Asiatic Electrical & Switchgear Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency IND-RA INC client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Aswani Industries Pvt. Ltd.,Term loans,BRICKWORK,C,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Sandcity Autotec Pvt. Ltd.,Term loans,CARE,B-,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Tecknoweld Alloys (India) Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Mychoicee Knit & Apparels Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,16-05-2025,HIGH,N,Manufacturing,HIGH urgency BRICKWORK client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Triveni Engineering & Inds. Ltd.,Non-fund based working capital limit,ICRA,A 1+,16-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
K L R Industries Ltd.,Non-fund-based financial facility/instrument,ICRA,D,16-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Engineering Projects (India) Ltd.,Non-government debt,CARE,BB+/A4+,16-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Kaveri Engineering Projects Pvt. Ltd.,Term loans,IND-RA,BBB,15-05-2025,HIGH,Y,Manufacturing,HIGH urgency IND-RA INC client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Emmbi Industries Ltd.,Term loans,CRISIL,BBB+,15-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Kun United Motors Pvt. Ltd.,Long term Loans,CRISIL,B,15-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Q Max Test Equipments Ltd.,Non-government debt,CARE,BB/A4,15-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Macbrout Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,15-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Perfect Alloys & Steel Ltd.,Term loans,BRICKWORK,C-,15-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Uniglobus Electricals & Electronics Pvt. Ltd. [Merged],Letter Of credit,CRISIL,A 2+,15-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Tulsi Paper Mills Pvt. Ltd.,Term loans,CARE,BBB,14-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Matsya Automobiles Ltd.,Non-government debt,CARE,B-/A4,14-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Dynamic Fine Paper Mill Pvt. Ltd.,Term loans,CARE,B,14-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Associated Industrial Furnaces Pvt. Ltd.,Term loans,CARE,B-,14-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Ashoka Pulp & Paper Pvt. Ltd.,Term loans,CRISIL,D,14-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Arvind Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB,14-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Ceedee Metalloys Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,14-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Jodhani Papers Pvt. Ltd.,Term loans,IND-RA,BBB,13-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Twinstar Industries Ltd.,Bank Guarantee,BRICKWORK,D,13-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
J G Foundry Ltd.,Long term Loans,CRISIL,BB+,13-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Monsoon Bounty Foods Mfg. Pvt. Ltd.,Long term Loans,CRISIL,B+,13-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sanyo Special Steel Manufacturing India Pvt. Ltd.,Fund based financial facility/instrument,IND-RA,A-,13-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Li Industrial Parks Pvt. Ltd.,Term loans,CARE,BBB+,13-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Sardar Motors (Auto Wheels) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,13-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
B D Industries (India) Pvt. Ltd.,Short-term loan,ACUITE,A 4,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Shree Bholey Alloys Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
B D Industries (Pune) Ltd.,Short-term loan,ACUITE,A 4,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Vijay Garments Ltd.,Long term Loans,CRISIL,BB,12-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Al-Aziz Plastics Pvt. Ltd.,Term loans,CRISIL,B,12-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Maxop Engineering Co. Pvt. Ltd.,Term loans,ICRA,A+,12-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Hariom Industries Ltd.,Term loans,CRISIL,B,12-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
S S F Plastics India Ltd.,Term loans,CRISIL,A,12-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Mandovi Casting Pvt. Ltd.,Letter Of credit,CRISIL,A 4,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
M N C Electricals Pvt. Ltd.,Non-government debt,CARE,B-/A4,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Golkonda Engineering Enterprises Ltd.,Bank Guarantee,BRICKWORK,A 4,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Dhumal Industries India Pvt. Ltd.,Term loans,ACUITE,BB-,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Saraswati Component Motors Pvt. Ltd.,Term loans,BRICKWORK,C,12-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Bellona Paper Mill Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,09-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Pinnacle Industries Ltd.,Term loans,CARE,BBB,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
I T L Industries Ltd.,Letter Of credit,CRISIL,A 3+,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Dev Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4+,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Balasore Alloys Ltd.,Letter Of credit,BRICKWORK,D,09-05-2025,HIGH,N,Manufacturing,HIGH urgency BRICKWORK client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Niyati Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Almighty Auto Ancillary Pvt. Ltd.,Term loans,CRISIL,BBB-,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Happy Forgings Ltd.,Long term Loans,CRISIL,AA,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Genus Paper & Boards Ltd.,Term loans,CRISIL,BBB,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Rajratan Global Wire Ltd.,Letter Of credit,CRISIL,A 1,09-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Lakra Industries Ltd.,Term loans,BRICKWORK,D,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Hi-Tech Gears Ltd.,Long term Loans,CRISIL,A-,08-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
I-Design Engineering Solutions Ltd.,Term loans,IND-RA,BBB,08-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Thermotech Engineering (Pune) Pvt. Ltd.,Non-government debt,CARE,B-/A4,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Ideas Electricals & Engineers Pvt. Ltd.,Bank Guarantee,CARE,A 4,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
G M A Pinnacle Automotives Pvt. Ltd.,Term loans,IND-RA,B,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency IND-RA INC client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Induss Food Products & Equipments Ltd.,Fund based financial facility/instrument,CRISIL,BB+,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Lords Mark Industries Ltd. [Merged],Fund based financial facility/instrument,CARE,BB,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Snam Alloys Pvt. Ltd.,Letter Of credit,CRISIL,A 2+,08-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Motherland Garments Pvt. Ltd.,Long term Loans,CRISIL,B+,08-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Modern Automotives Ltd.,Bank Guarantee,BRICKWORK,A 4,07-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Ramkrishna Forgings Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,07-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Kirtiman Cements & Packaging Inds. Ltd.,Term loans,CARE,D,07-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Iscon Craft Paper Mill Pvt. Ltd.,Bank Guarantee,CARE,A 4,07-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
