Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,INC,Sector,State,Why Target,ACER Pitch Angle,Source
I H H R Hospitality (Andhra) Pvt. Ltd.,Term loans,ICRA,BBB+,2025-09-30,MEDIUM,NO,Healthcare,,Approaching renewal (257d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
I H H R Hospitality Pvt. Ltd.,Term loans,ICRA,A-,2025-09-30,MEDIUM,NO,Healthcare,,Approaching renewal (257d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
I O L Chemicals & Pharmaceuticals Ltd.,Bank Guarantee,CARE,A 1+,2025-07-04,MEDIUM,NO,Healthcare,,Approaching renewal (345d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Iconkrishi Institute Of Medical Sciences Pvt. Ltd.,Term loans,ICRA,A-,2025-08-28,MEDIUM,NO,Healthcare,,Approaching renewal (290d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Imperial Life Sciences Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-12-03,MEDIUM,NO,Healthcare,,Approaching renewal (193d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Indira I V F Hospital Ltd.,Term loans,ICRA,A,2025-10-09,MEDIUM,NO,Healthcare,,Approaching renewal (248d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Indus Life Sciences Pvt. Ltd.,Letter Of credit,CRISIL,A 3,2025-06-18,MEDIUM,NO,Healthcare,,Approaching renewal (361d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Integrated Health Group Pvt. Ltd.,Bank Guarantee,CARE,A 4+,2025-08-22,MEDIUM,NO,Healthcare,,Approaching renewal (296d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
International Biotech Park Ltd.,Term loans,ICRA,BBB-,2025-08-04,MEDIUM,NO,Healthcare,,Approaching renewal (314d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Ivy Health & Life Sciences Pvt. Ltd.,Long term Loans,CRISIL,BBB,2025-09-25,MEDIUM,NO,Healthcare,,Approaching renewal (262d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Jaypee Healthcare Ltd.,Non-government debt,CARE,AA-/A1+,2025-10-10,MEDIUM,NO,Healthcare,,Approaching renewal (247d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
K H F M Hospitality & Facility Mgmt. Services Ltd.,Bank Guarantee,CRISIL,D,2025-08-06,MEDIUM,NO,Healthcare,,Approaching renewal (312d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
K R Lifesciences Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2025-10-13,MEDIUM,NO,Healthcare,,Approaching renewal (244d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Kailash Health Care Ltd.,Term loans,CRISIL,A,2025-06-25,MEDIUM,NO,Healthcare,,Approaching renewal (354d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Kailash Hospitals Ltd.,Long term Loans,CRISIL,A,2025-06-26,MEDIUM,NO,Healthcare,,Approaching renewal (353d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Karnataka Antibiotics & Pharmaceuticals Ltd.,Bank Guarantee,CARE,A-,2025-11-25,MEDIUM,NO,Healthcare,,Approaching renewal (201d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Kids Clinic India Ltd.,Term loans,ICRA,A-,2025-07-07,MEDIUM,NO,Healthcare,,Approaching renewal (342d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Kims Hospital Bengaluru Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-11-25,MEDIUM,NO,Healthcare,,Approaching renewal (201d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Kims Hospital Enterprises Pvt. Ltd.,Non-government debt,CARE,AA-/A1+,2025-09-23,MEDIUM,NO,Healthcare,,Approaching renewal (264d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Kims Hospitals Pvt. Ltd.,Term loans,ICRA,A-,2025-09-26,MEDIUM,NO,Healthcare,,Approaching renewal (261d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Kongunad Hospitals Pvt. Ltd.,Term loans,CARE,BBB-,2025-11-27,MEDIUM,NO,Healthcare,,Approaching renewal (199d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Kovai Medical Center & Hospital Ltd.,Long term Loans,CRISIL,AA-,2025-09-26,MEDIUM,NO,Healthcare,,Approaching renewal (261d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Lakeshore Hospital & Research Centre Ltd.,Non-government debt,CARE,A/A1,2025-12-02,MEDIUM,NO,Healthcare,,Approaching renewal (194d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Lee Pharma Ltd.,Bank Guarantee,ACUITE,A 2,2025-10-13,MEDIUM,NO,Healthcare,,Approaching renewal (244d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Lupin Diagnostics Ltd.,Non-government debt,ICRA,A 1+,2025-10-09,MEDIUM,NO,Healthcare,,Approaching renewal (248d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
M D D Medical Systems (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-08-29,MEDIUM,NO,Healthcare,,Approaching renewal (289d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Macleods Pharmaceuticals Ltd.,Fund based financial facility/instrument,CARE,AA+,2025-08-01,MEDIUM,NO,Healthcare,,Approaching renewal (317d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Maithri Drugs Pvt. Ltd.,Letter Of credit,CRISIL,A 3+,2025-06-18,MEDIUM,NO,Healthcare,,Approaching renewal (361d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Makson Health Care Pvt. Ltd.,Long term Loans,CRISIL,BBB+,2025-06-26,MEDIUM,NO,Healthcare,,Approaching renewal (353d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Malabar Institute Of Medical Sciences Ltd.,Term loans,CARE,A+,2025-12-11,MEDIUM,NO,Healthcare,,Approaching renewal (185d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Manipal City & Guilds Pvt. Ltd.,Term loans,CARE,BBB-,2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Marksans Pharma Ltd.,Fund based financial facility/instrument,CARE,AA-,2025-10-06,MEDIUM,NO,Healthcare,,Approaching renewal (251d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Max Healthcare Institute Ltd.,Term loans,CARE,AA+,2025-10-10,MEDIUM,NO,Healthcare,,Approaching renewal (247d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Medicamen Biotech Ltd.,Bank Guarantee,CRISIL,A 3,2025-12-01,MEDIUM,NO,Healthcare,,Approaching renewal (195d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Mega Fine Pharma Pvt. Ltd.,Bank Guarantee,CARE,A 2+,2025-09-29,MEDIUM,NO,Healthcare,,Approaching renewal (258d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Mepro Pharmaceuticals Pvt. Ltd.,Term loans,CRISIL,BBB+,2025-10-14,MEDIUM,NO,Healthcare,,Approaching renewal (243d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Metro Institutes Of Medical Sciences Pvt. Ltd.,Term loans,CARE,A+,2025-11-07,MEDIUM,NO,Healthcare,,Approaching renewal (219d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Metro Mas Hospital Pvt. Ltd.,Bank Guarantee,CARE,A-,2025-11-07,MEDIUM,NO,Healthcare,,Approaching renewal (219d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Metro Medical Services Ltd.,Term loans,CARE,A+,2025-11-07,MEDIUM,NO,Healthcare,,Approaching renewal (219d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Metro Speciality Hospitals Pvt. Ltd.,Term loans,CARE,A+,2025-11-07,MEDIUM,NO,Healthcare,,Approaching renewal (219d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Metropolis Healthcare Ltd.,Long term Loans,CRISIL,AA-,2025-09-24,MEDIUM,NO,Healthcare,,Approaching renewal (263d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Modi-Mundipharma Pvt. Ltd.,Term loans,CRISIL,A-,2025-06-25,MEDIUM,NO,Healthcare,,Approaching renewal (354d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Nanz Med Science Pharma Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-08-11,MEDIUM,NO,Healthcare,,Approaching renewal (307d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Natco Pharma Ltd.,Non-government debt,ICRA,AA/A1+,2025-11-28,MEDIUM,NO,Healthcare,,Approaching renewal (198d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Naxpar Pharma Pvt. Ltd.,Term loans,CRISIL,BBB-,2025-08-20,MEDIUM,NO,Healthcare,,Approaching renewal (298d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Neoanthem Lifesciences Pvt. Ltd.,Non-government debt,ICRA,AA-/A1+,2025-06-20,MEDIUM,NO,Healthcare,,Approaching renewal (359d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nephrocare Health Services Ltd.,Term loans,IND-RA,A+,2025-06-20,MEDIUM,NO,Healthcare,,Approaching renewal (359d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nestor Pharmaceuticals Ltd.,Bank Guarantee,ACUITE,A 3,2025-07-01,MEDIUM,NO,Healthcare,,Approaching renewal (348d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Neuberg Diagnostics Pvt. Ltd.,Term loans,IND-RA,A+,2025-12-04,MEDIUM,NO,Healthcare,,Approaching renewal (192d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
North East Health City Pvt. Ltd.,Long term Loans,CRISIL,BBB,2025-08-14,MEDIUM,NO,Healthcare,,Approaching renewal (304d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
